Title,Date
"Manifest: Staffel 1: Die Gesegneten","25.07.22"
"Manifest: Staffel 1: Rote Kreuze","25.07.22"
"Manifest: Staffel 1: Zeichnungen","25.07.22"
"Manifest: Staffel 1: Dunkle Blitze","25.07.22"
"Manifest: Staffel 1: Fremde Stimme","25.07.22"
"Manifest: Staffel 1: Falsches Spiel","25.07.22"
"Manifest: Staffel 1: Todesengel","25.07.22"
"Manifest: Staffel 1: Herzschlag","25.07.22"
"Manifest: Staffel 1: Fieber","25.07.22"
"Manifest: Staffel 1: Im Untergrund","25.07.22"
"Manifest: Staffel 1: Blinder Passagier","25.07.22"
"Manifest: Staffel 1: Lege deine Wahrheit dar","25.07.22"
"Manifest: Staffel 1: Sündenbock","25.07.22"
"Manifest: Staffel 1: Pilotfolge","25.07.22"
"Rick and Morty: Staffel 1: Die Monster-Party","23.07.22"
"Rick and Morty: Staffel 1: Ein Rick kommt selten allein","23.07.22"
"Rick and Morty: Staffel 1: Krise im Fluchhandel","23.07.22"
"Rick and Morty: Staffel 1: Was wäre wenn?","23.07.22"
"Rick and Morty: Staffel 1: Morty Junior","23.07.22"
"Rick and Morty: Staffel 1: Rick Potion No. 9","22.07.22"
"Rick and Morty: Staffel 1: Der Fantastische Mr. Meeseeks","22.07.22"
"Rick and Morty: Staffel 1: M. Night Shaym-Aliens!","22.07.22"
"Rick and Morty: Staffel 1: Anatomie-Park","22.07.22"
"Rick and Morty: Staffel 1: Der Rasenmäher-Hund","21.07.22"
"Rick and Morty: Staffel 4: Star Mort Rickturn of the Jerri","19.07.22"
"Rick and Morty: Staffel 4: Urgeknallt","19.07.22"
"Rick and Morty: Staffel 4: Die Säurefass-Episode","19.07.22"
"Rick and Morty: Staffel 4: Eier für alle und alles für Eier","19.07.22"
"Rick and Morty: Staffel 4: Lug und Trug im Zug","19.07.22"
"Rick and Morty: Staffel 4: Terminatter: Genizisch","19.07.22"
"Rick and Morty: Staffel 4: Drachenschämen leicht gemacht","19.07.22"
"Rick and Morty: Staffel 4: Der Heist-Meister","18.07.22"
"Rick and Morty: Staffel 4: Das stillste Örtchen","18.07.22"
"Rick and Morty: Staffel 3: Friede, Freude, Eierkuchen","17.07.22"
"Rick and Morty: Staffel 3: Der König und die Kriegerin","16.07.22"
"Rick and Morty: Staffel 3: Kopfkino","16.07.22"
"Rick and Morty: Staffel 3: Atlantis ist nur einmal im Jahr","16.07.22"
"Rick and Morty: Staffel 3: Nicht ohne meine Toxine","16.07.22"
"Rick and Morty: Staffel 3: Schmeiß den Opa aus dem Zug","16.07.22"
"Rick and Morty: Staffel 3: Vindicators 3: Worldenders Rückkehr","16.07.22"
"Rick and Morty: Staffel 3: Gurken-Rick","15.07.22"
"Rick and Morty: Staffel 3: Jenseits der Blutkuppel","15.07.22"
"Rick and Morty: Staffel 3: Raus aus meinem Kopf!","15.07.22"
"Rick and Morty: Staffel 2: Die Vogelmenschhochzeit","14.07.22"
"Rick and Morty: Staffel 2: Anarchie für Anfänger","13.07.22"
"Rick and Morty: Staffel 2: Wer A sagt, muss auch Penis sagen","13.07.22"
"Rick and Morty: Staffel 2: Jugendwahn","12.07.22"
"Better Call Saul: Staffel 6: Draufhalten und abdrücken","12.07.22"
"Rick and Morty: Staffel 2: Die Götter müssen verRickt sein","11.07.22"
"Rick and Morty: Staffel 2: Recall im Weltall","11.07.22"
"The Guilty","10.07.22"
"Stranger Things: Stranger Things 4: Kapitel neun: Huckepack","07.07.22"
"Stranger Things: Stranger Things 4: Kapitel acht: Papa","07.07.22"
"Rick and Morty: Staffel 5: Rickmurai Jack","04.07.22"
"Rick and Morty: Staffel 5: Americkanische Krähvolution","04.07.22"
"Rick and Morty: Staffel 5: Verrick mein nicht!","03.07.22"
"Rick and Morty: Staffel 5: GoTronFellas – Robo-Frettchen in der Mafia","03.07.22"
"Rick and Morty: Staffel 5: Im Truthahn des Feindes","03.07.22"
"Rick and Morty: Staffel 5: Die in die Hölle gehen","02.07.22"
"Rick and Morty: Staffel 5: Spermageddon","01.07.22"
"Rick and Morty: Staffel 5: Lebe lieber umweltfreundlich","01.07.22"
"Rick and Morty: Staffel 5: Es kann nur viele geben","30.06.22"
"Rick and Morty: Staffel 5: Versauter Feind","30.06.22"
"The Umbrella Academy: Staffel 1: Wir sehen uns nur bei Hochzeiten und Beerdigungen","28.06.22"
"The Big Short","22.06.22"
"Der Spinnenkopf","20.06.22"
"Brooklyn Nine-Nine: Staffel 1: Wir fangen Verbrecher und sehen gut dabei aus","18.06.22"
"Love, Death & Robots: Ausgabe 3: Drei Roboter: Rückzugsstrategien","18.06.22"
"Better Call Saul: Staffel 6: Plan und Ausführung","15.06.22"
"American Psycho","11.06.22"
"Stranger Things: Stranger Things 4: Kapitel vier: Lieber Billy","02.06.22"
"Stranger Things: Stranger Things 4: Kapitel sieben: Das Massaker im Hawkins Lab","02.06.22"
"Stranger Things: Stranger Things 4: Kapitel sechs: Auf Tiefgang","02.06.22"
"Stranger Things: Stranger Things 4: Kapitel fünf: Das Nina-Projekt","02.06.22"
"Stranger Things: Stranger Things 4: Kapitel drei: Das Monster und die Superheldin","28.05.22"
"Stranger Things: Stranger Things 4: Kapitel zwei: Vecnas Fluch","27.05.22"
"Stranger Things: Stranger Things 4: Kapitel eins: Der Höllenfeuer-Club","27.05.22"
"Better Call Saul: Staffel 6: Hacken und schleifen","24.05.22"
"El Camino: Ein „Breaking Bad“-Film","22.05.22"
"Der große Gatsby","21.05.22"
"Lionheart","11.05.22"
"Better Call Saul: Staffel 6: Blaue Flecken","10.05.22"
"Better Call Saul: Staffel 6: Die wandelnde Eiterbeule","03.05.22"
"Better Call Saul: Staffel 6: Pest und Cholera","26.04.22"
"Django Unchained","22.04.22"
"Unsere wunderbaren Nationalparks: Miniserie: Eine Welt der Wunder","21.04.22"
"Better Call Saul: Staffel 6: Zuckerbrot und Peitsche","20.04.22"
"Better Call Saul: Staffel 6: Wein und Rosen","19.04.22"
"Peaky Blinders – Gangs of Birmingham: Staffel 3: Folge 3","18.04.22"
"Stromberg: Staffel 1: Der Parkplatz","18.04.22"
"Harry Potter und der Orden des Phönix","18.04.22"
"Better Call Saul: Staffel 5: Etwas Unentschuldbares","17.04.22"
"Better Call Saul: Staffel 5: Miese Entscheidungen","16.04.22"
"Better Call Saul: Staffel 5: Mittelsmann","15.04.22"
"Departed – Unter Feinden","14.04.22"
"Better Call Saul: Staffel 5: JMM","14.04.22"
"Better Call Saul: Staffel 5: Wexler ./. Goodman","14.04.22"
"Better Call Saul: Staffel 5: Mit vollem Einsatz","13.04.22"
"Better Call Saul: Staffel 5: Namaste","13.04.22"
"Better Call Saul: Staffel 5: Der Mann dafür","13.04.22"
"Better Call Saul: Staffel 5: 50 Prozent Rabatt","13.04.22"
"Better Call Saul: Staffel 5: Der Magier","12.04.22"
"Better Call Saul: Staffel 4: Winner","12.04.22"
"Better Call Saul: Staffel 4: Wiedersehen","12.04.22"
"Better Call Saul: Staffel 4: Coushatta","12.04.22"
"Better Call Saul: Staffel 4: Something Stupid","11.04.22"
"Better Call Saul: Staffel 4: Piñata","11.04.22"
"Better Call Saul: Staffel 4: Eine wilde Fahrt","11.04.22"
"Better Call Saul: Staffel 4: Reden","10.04.22"
"Better Call Saul: Staffel 4: Was Gutes","09.04.22"
"Better Call Saul: Staffel 4: Atmen","08.04.22"
"Better Call Saul: Staffel 4: Rauch","08.04.22"
"Better Call Saul: Staffel 3: Laterne","07.04.22"
"Better Call Saul: Staffel 3: Fall","07.04.22"
"Better Call Saul: Staffel 3: Ausrutscher","07.04.22"
"Better Call Saul: Staffel 3: Unkosten","06.04.22"
"Better Call Saul: Staffel 3: Werbefuzzi","06.04.22"
"Better Call Saul: Staffel 3: Schikane","05.04.22"
"Baki Hanma: Staffel 1: Der stärkste Schüler der Welt","05.04.22"
"Better Call Saul: Staffel 3: Sabrosito","04.04.22"
"Better Call Saul: Staffel 3: Versunkene Kosten","04.04.22"
"Better Call Saul: Staffel 3: Zeuge","03.04.22"
"Better Call Saul: Staffel 3: Mabel","03.04.22"
"Better Call Saul: Staffel 2: Klick","02.04.22"
"Better Call Saul: Staffel 2: Nägel mit Köpfen","01.04.22"
"Better Call Saul: Staffel 2: Fifi","31.03.22"
"Better Call Saul: Staffel 2: Aufgebläht","31.03.22"
"Better Call Saul: Staffel 2: Bali Ha'i","30.03.22"
"Better Call Saul: Staffel 2: Rebecca","30.03.22"
"Better Call Saul: Staffel 2: Harte Bandagen","30.03.22"
"Better Call Saul: Staffel 2: Amarillo","30.03.22"
"Better Call Saul: Staffel 2: Kuchen","28.03.22"
"Better Call Saul: Staffel 2: Wechsel","28.03.22"
"Better Call Saul: Staffel 1: Marco","27.03.22"
"Better Call Saul: Staffel 1: Käse","27.03.22"
"Better Call Saul: Staffel 1: Die Klage","27.03.22"
"Better Call Saul: Staffel 1: Bingo","27.03.22"
"Better Call Saul: Staffel 1: Bullen","26.03.22"
"Better Call Saul: Staffel 1: Schäferbub","25.03.22"
"Better Call Saul: Staffel 1: Held","25.03.22"
"Better Call Saul: Staffel 1: Nacho","24.03.22"
"Better Call Saul: Staffel 1: Mijo","23.03.22"
"The Seven Deadly Sins: Kaiserlicher Zorn der Götter: Erinnerungen an den heiligen Krieg","23.03.22"
"Better Call Saul: Staffel 1: Anfänge","22.03.22"
"Breaking Bad: Staffel 5: Felina","18.03.22"
"Breaking Bad: Staffel 5: Granit-Staat","18.03.22"
"Breaking Bad: Staffel 5: Ozymandias","18.03.22"
"Breaking Bad: Staffel 5: To’hajiilee","18.03.22"
"Breaking Bad: Staffel 5: Tollwütiger Hund","18.03.22"
"Breaking Bad: Staffel 5: Geständnisse","14.03.22"
"Breaking Bad: Staffel 5: Begraben","14.03.22"
"Breaking Bad: Staffel 5: Blutgeld","14.03.22"
"Breaking Bad: Staffel 5: Walt Whitman „Gliding over All“","13.03.22"
"Breaking Bad: Staffel 5: Sagen Sie meinen Namen","12.03.22"
"Breaking Bad: Staffel 5: Buyout","12.03.22"
"Sherlock Holmes: Spiel im Schatten","09.03.22"
"Breaking Bad: Staffel 5: Tödliche Fracht","09.03.22"
"Breaking Bad: Staffel 5: 51.0","09.03.22"
"Breaking Bad: Staffel 5: Gefahrenzulage","08.03.22"
"Breaking Bad: Staffel 5: Madrigal","07.03.22"
"Breaking Bad: Staffel 5: Lebe frei oder stirb","07.03.22"
"Breaking Bad: Staffel 4: Von Angesicht zu Angesicht","05.03.22"
"Breaking Bad: Staffel 4: Endzeit","05.03.22"
"Dark: Staffel 3: Das Paradies","04.03.22"
"Breaking Bad: Staffel 4: Flucht","04.03.22"
"Breaking Bad: Staffel 4: Prost!","03.03.22"
"Breaking Bad: Staffel 4: Verwanzt","03.03.22"
"Breaking Bad: Staffel 4: Brüder","02.03.22"
"Breaking Bad: Staffel 4: Problemhund","01.03.22"
"Breaking Bad: Staffel 4: In die Ecke getrieben","01.03.22"
"Breaking Bad: Staffel 4: Schrotflinte","28.02.22"
"Breaking Bad: Staffel 4: Abgehakt","28.02.22"
"Breaking Bad: Staffel 4: Offenes Haus","27.02.22"
"Breaking Bad: Staffel 4: Kaliber 38","27.02.22"
"Breaking Bad: Staffel 4: Das Teppichmesser","26.02.22"
"The Dark Knight Rises","25.02.22"
"The Dark Knight","24.02.22"
"Batman Begins","21.02.22"
"Deadpool 2","19.02.22"
"StartUp: Staffel 3: Ernten, was man säht","18.02.22"
"StartUp: Staffel 3: Das Virus","18.02.22"
"StartUp: Staffel 3: Alter Ronnie, neuer Ronnie","18.02.22"
"StartUp: Staffel 3: Beschränkte Haftung","17.02.22"
"StartUp: Staffel 3: Legitimation","16.02.22"
"StartUp: Staffel 3: Streuung","16.02.22"
"StartUp: Staffel 3: Wertminderung","16.02.22"
"Headspace: Eine Meditationsanleitung: Staffel 1: Sein unbeschränktes Potenzial entfalten","15.02.22"
"StartUp: Staffel 3: Feuerprobe","15.02.22"
"Headspace: Eine Meditationsanleitung: Staffel 1: Umgang mit Wut","14.02.22"
"StartUp: Staffel 3: Das Kräftemessen","14.02.22"
"StartUp: Staffel 3: Neuausrichtung","14.02.22"
"Headspace: Eine Meditationsanleitung: Staffel 1: Umgang mit Schmerz","13.02.22"
"StartUp: Staffel 2: Soul Proprietor","13.02.22"
"StartUp: Staffel 2: Leverage","13.02.22"
"StartUp: Staffel 2: Opportunity Cost","12.02.22"
"Headspace: Eine Meditationsanleitung: Staffel 1: Gütig sein","11.02.22"
"StartUp: Staffel 2: Growth Hacking","11.02.22"
"Headspace: Eine Meditationsanleitung: Staffel 1: Umgang mit Stress","09.02.22"
"StartUp: Staffel 2: Liabilities","09.02.22"
"StartUp: Staffel 2: Pivot","09.02.22"
"Headspace: Eine Meditationsanleitung: Staffel 1: Das Leben lieben lernen","08.02.22"
"Headspace: Eine Meditationsanleitung: Staffel 1: Loslassen","07.02.22"
"Headspace: Eine Meditationsanleitung: Staffel 1: Einleitung","06.02.22"
"StartUp: Staffel 2: Loss","05.02.22"
"StartUp: Staffel 2: Early Adopters","04.02.22"
"StartUp: Staffel 2: Bleeding Edge","03.02.22"
"StartUp: Staffel 2: Disruption","02.02.22"
"StartUp: Staffel 1: Recapitalization","02.02.22"
"StartUp: Staffel 1: Hostile Takeover","02.02.22"
"StartUp: Staffel 1: Pro Rata","01.02.22"
"StartUp: Staffel 1: Valuation","31.01.22"
"Don't Look Up","30.01.22"
"StartUp: Staffel 1: Bootstrapped","30.01.22"
"StartUp: Staffel 1: Buyout","28.01.22"
"StartUp: Staffel 1: Angel Investor","27.01.22"
"StartUp: Staffel 1: Proof of Concept","26.01.22"
"StartUp: Staffel 1: Ground Floor","26.01.22"
"StartUp: Staffel 1: Seed Money","25.01.22"
"Kein Friede den Toten: Miniserie: Folge 8","24.01.22"
"Kein Friede den Toten: Miniserie: Folge 7","23.01.22"
"Kein Friede den Toten: Miniserie: Folge 6","22.01.22"
"Kein Friede den Toten: Miniserie: Folge 5","22.01.22"
"Kein Friede den Toten: Miniserie: Folge 4","20.01.22"
"Kein Friede den Toten: Miniserie: Folge 3","20.01.22"
"Kein Friede den Toten: Miniserie: Folge 2","19.01.22"
"Kein Friede den Toten: Miniserie: Folge 1","19.01.22"
"Das Büro: Staffel 1: Gesundheitsapostel","16.01.22"
"Das Büro: Staffel 1: Tag der Vielfalt","16.01.22"
"Das Büro: Staffel 1: Pilotfolge","15.01.22"
"Harry Potter und der Feuerkelch","15.01.22"
"Harry Potter und der Gefangene von Askaban","14.01.22"
"Harry Potter und die Kammer des Schreckens","12.01.22"
"Harry Potter und der Stein der Weisen","12.01.22"
"Phantastische Tierwesen: Grindelwalds Verbrechen","11.01.22"
"Phantastische Tierwesen und wo sie zu finden sind","10.01.22"
"The Witcher: Staffel 2: Familie","05.01.22"
"The Witcher: Staffel 2: Voleth Meir","05.01.22"
"The Witcher: Staffel 2: Lieber Freund …","05.01.22"
"Fantastic Beasts: The Crimes of Grindelwald_hook_03_16x9","01.01.22"
"The Witcher: Staffel 2: Entscheidungen","01.01.22"
"The Witcher: Staffel 2: Redanische Spionage","30.12.21"
"The Witcher: Staffel 2: Was verloren ging","30.12.21"
"The Witcher: Staffel 2: Kaer Morhen","29.12.21"
"The Witcher: Staffel 2: Ein Körnchen Wahrheit","29.12.21"
"Klaus","23.12.21"
"The Witcher: Staffel 1: Viel mehr","17.12.21"
"The Witcher: Staffel 1: Seltene Arten","17.12.21"
"The Witcher: Staffel 1: Aufgestaute Begehren","17.12.21"
"The Witcher: Staffel 1: Bankette, Bastarde und Begräbnisse","17.12.21"
"The Witcher: Staffel 1: Verrätermond","17.12.21"
"The Witcher: Staffel 1: Vier Mark","17.12.21"
"The Witcher: Staffel 1: Des Endes Anfang","16.12.21"
"JoJo’s Bizarre Adventure: Stone Ocean: Gefangene der Liebe","09.12.21"
"JoJo’s Bizarre Adventure: Stone Ocean: Der Besucher: Teil 2","09.12.21"
"JoJo’s Bizarre Adventure: Stone Ocean: Der Besucher: Teil 1","08.12.21"
"JoJo’s Bizarre Adventure: Stone Ocean: Gefangene FE40536: Jolyne Cujoh","08.12.21"
"JoJo’s Bizarre Adventure: Stone Ocean: Meer aus Stein","08.12.21"
"Haus des Geldes: Teil 5: Eine Familientradition","06.12.21"
"Haus des Geldes: Teil 5: Bettgeflüster","06.12.21"
"Haus des Geldes: Teil 5: Die Theorie der Eleganz","05.12.21"
"Haus des Geldes: Teil 5: Wunschdenken","05.12.21"
"Haus des Geldes: Teil 5: Sicherheitsventil","04.12.21"
"Arcane: Staffel 1: Schlange ohne Kopf","29.11.21"
"Arcane: Staffel 1: Öl und Wasser","29.11.21"
"Arcane: Staffel 1: Unser aller Erlöser","29.11.21"
"Arcane: Staffel 1: Wer ist Powder?","27.11.21"
"Arcane: Staffel 1: Ein Feind der hohen Gesellschaft","26.11.21"
"Arcane: Staffel 1: Ein Tag des Fortschritts","25.11.21"
"Arcane: Staffel 1: Veränderung bedarf Gewalt","24.11.21"
"Arcane: Staffel 1: Manche Geheimnisse bleiben besser unangetastet","23.11.21"
"Arcane: Staffel 1: Willkommen in den Gassen","22.11.21"
"The Revenant – Der Rückkehrer","12.11.21"
"Squid Game: Staffel 1: Glückstag","10.11.21"
"Squid Game: Staffel 1: Frontmann","09.11.21"
"Squid Game: Staffel 1: Die VIPs","08.11.21"
"Squid Game: Staffel 1: Gganbu","08.11.21"
"Squid Game: Staffel 1: Eine gerechte Welt","07.11.21"
"Squid Game: Staffel 1: Zum Team halten","06.11.21"
"Squid Game: Staffel 1: Der Mann mit dem Schirm","04.11.21"
"Squid Game: Staffel 1: Hölle","03.11.21"
"Squid Game: Staffel 1: Rotes Licht, grünes Licht","03.11.21"
"Inside Job: Teil 1: Der Roboterpräsident","02.11.21"
"Biohackers: Staffel 2: Erinnerung","24.10.21"
"Biohackers: Staffel 2: Finden","24.10.21"
"Biohackers: Staffel 2: Vergessen","23.10.21"
"Biohackers: Staffel 2: Partner","22.10.21"
"Biohackers: Staffel 2: Feinde","21.10.21"
"Biohackers: Staffel 2: Aufwachen","20.10.21"
"Biohackers: Staffel 1: Bestimmung","19.10.21"
"Biohackers: Staffel 1: Verrat","19.10.21"
"Biohackers: Staffel 1: Gewissheit","19.10.21"
"Biohackers: Staffel 1: Verdacht","17.10.21"
"Biohackers: Staffel 1: Geheimnisse","17.10.21"
"Biohackers: Staffel 1: Ankunft","16.10.21"
"Der Kastanienmann: Staffel 1: Folge 1","14.10.21"
"Ozark: Staffel 2: Gold Coast","09.10.21"
"Ozark: Staffel 2: Der Dachs","09.10.21"
"Riverdale: Staffel 1: Kapitel eins: „Das Flussufer“","06.10.21"
"How I Met Your Mother: Staffel 1: Verliebt, verlobt, versagt","06.10.21"
"The Crown: Staffel 1: Wolferton Splash","06.10.21"
"Friends: Staffel 1: Liebe? Nein, doch nicht!","06.10.21"
"How to Get Away With Murder: Staffel 6: Ich vergebe mir","06.10.21"
"Sex Education: Staffel 1: Folge 1","06.10.21"
"Naruto Shippuden: Staffel 1: Die Heimkehr","06.10.21"
"Matrix Revolutions","06.10.21"
"Ozark: Staffel 2: Der große Schlaf","05.10.21"
"Ozark: Staffel 2: Ausweg","05.10.21"
"Ozark: Staffel 2: Finsternis","04.10.21"
"Ozark: Staffel 2: Großer Tag","01.10.21"
"Ozark: Staffel 2: Allein","29.09.21"
"Ozark: Staffel 2: Einmal ein Langmore …","28.09.21"
"Ozark: Staffel 2: Das kostbare Blut Jesu Christi","27.09.21"
"Ozark: Staffel 2: Wiedergutmachung","24.09.21"
"Sex Education: Staffel 1: Folge 2","24.09.21"
"Ozark: Staffel 1: Die Gebühr","23.09.21"
"Ozark: Staffel 1: Kaffee, schwarz","22.09.21"
"Ozark: Staffel 1: Ka­lei­do­s­kop","21.09.21"
"Ozark: Staffel 1: Nistkasten","17.09.21"
"Ozark: Staffel 1: Die Bücher","16.09.21"
"Ozark: Staffel 1: Schlüsseltage","15.09.21"
"Ozark: Staffel 1: Heute Abend wird improvisiert","14.09.21"
"Haus des Geldes: Teil 5: Du hast viele Leben vor dir","13.09.21"
"Haus des Geldes: Teil 5: Dein Platz im Himmel","13.09.21"
"The Wolf of Wall Street","11.09.21"
"Haus des Geldes: Teil 5: Ein neues Leben","10.09.21"
"Haus des Geldes: Teil 5: Glaubst du an die Wiedergeburt?","10.09.21"
"Haus des Geldes: Teil 5: Das Ende des Weges","10.09.21"
"Ozark: Staffel 1: Mein gestörter Schlaf","02.09.21"
"Ozark: Staffel 1: Blue Cat","01.09.21"
"Ozark: Staffel 1: Sugarwood","31.08.21"
"Unbelievable: Miniserie: Folge 8","26.08.21"
"Unbelievable: Miniserie: Folge 7","25.08.21"
"Noch nie in meinem Leben …: Staffel 2: … habe ich meiner eigenen Mutter nachspioniert","24.08.21"
"Unbelievable: Miniserie: Folge 6","24.08.21"
"Unbelievable: Miniserie: Folge 5","24.08.21"
"Unbelievable: Miniserie: Folge 4","22.08.21"
"Unbelievable: Miniserie: Folge 3","21.08.21"
"Unbelievable: Miniserie: Folge 2","20.08.21"
"Unbelievable: Miniserie: Folge 1","19.08.21"
"How to Sell Drugs Online (Fast): Staffel 3: Everybody gets a second chance","17.08.21"
"How to Sell Drugs Online (Fast): Staffel 3: To make amends, maybe be friends","17.08.21"
"How to Sell Drugs Online (Fast): Staffel 3: Before you turn the key, I have one more thing to say","16.08.21"
"How to Sell Drugs Online (Fast): Staffel 3: Does this condemn me, lock me away?","14.08.21"
"How to Sell Drugs Online (Fast): Staffel 3: A misdemeanor, a little trip","13.08.21"
"How to Sell Drugs Online (Fast): Staffel 3: A single failure, a little slip","12.08.21"
"Interstellar","09.08.21"
"Inception","07.08.21"
"Matrix Reloaded","06.08.21"
"Matrix","05.08.21"
"Lupin: Teil 2: Kapitel 10","20.07.21"
"Lupin: Teil 2: Kapitel 9","20.07.21"
"Lupin: Teil 2: Kapitel 8","20.07.21"
"Lupin: Teil 2: Kapitel 7","18.07.21"
"Lupin: Teil 2: Kapitel 6","18.07.21"
"Headspace: Eine Schlafanleitung: Staffel 1: Besser schlafen","03.05.21"
"JoJo’s Bizarre Adventure: Phantom Blood/Battle Tendency: Dio der Eindringling","23.04.21"
"Steins;Gate – The Movie","31.03.21"
"Neon Genesis Evangelion: Staffel 1: Angriff der Engel","29.03.21"
"Haus des Geldes: Teil 1: Folge 3","15.03.21"
"Tribes of Europa: Staffel 1: Kapitel 6","13.03.21"
"Tribes of Europa: Staffel 1: Kapitel 5","13.03.21"
"Tribes of Europa: Staffel 1: Kapitel 4","13.03.21"
"Prison Break: Staffel 5: Ogygia","13.03.21"
"Prison Break: Staffel 5: Hinter den Augen","13.03.21"
"Tribes of Europa: Staffel 1: Kapitel 3","11.03.21"
"Magic Kaito 1412: Midnight Crow – Teil 2: Konfrontation! Weiß oder Schwarz?!","24.02.21"
"Magic Kaito 1412: Midnight Crow – Teil 1: Der Name lautet Kaito Corbeau","24.02.21"
"Magic Kaito 1412: Red Tear","24.02.21"
"Magic Kaito 1412: Kid vs. Conan – Teleportation unter dem Mondlicht","23.02.21"
"Magic Kaito 1412: Dark Knight","23.02.21"
"Magic Kaito 1412: Golden Eye (Teil 2) Die Entscheidung vs. Chat Noir","23.02.21"
"Magic Kaito 1412: Golden Eye (Teil 1) Chat Noirs Herausforderung","23.02.21"
"Magic Kaito 1412: Green Dream","23.02.21"
"Magic Kaito 1412: Kid vs. Conan – Wundersamer Freiluftspaziergang","20.02.21"
"Magic Kaito 1412: Die Improvisation der Prinzessin und des Diebes","20.02.21"
"Magic Kaito 1412: Crystal Mother","19.02.21"
"Tribes of Europa: Staffel 1: Kapitel 2","19.02.21"
"Tribes of Europa: Staffel 1: Kapitel 1","19.02.21"
"Avatar – Der Herr der Elemente: Avatar – Der Herr der Elemente: Buch 1: Der Junge im Eisberg","19.02.21"
"Magic Kaito 1412: Lass die Finger von ihm","17.02.21"
"Magic Kaito 1412: Heiligabend – Zwei Kaito Kids","17.02.21"
"Magic Kaito 1412: Kid, Conan und Ryomas Schatzillusion","16.02.21"
"Magic Kaito 1412: Phantom Lady und Ryomas Schatz","16.02.21"
"Magic Kaito 1412: Phantom Ladys Auftritt","15.02.21"
"Magic Kaito 1412: Erwachsenenzauber","13.02.21"
"Magic Kaito 1412: Kaito Kurobas stressiger freier Tag","13.02.21"
"Magic Kaito 1412: Black Star","12.02.21"
"Magic Kaito 1412: Scharlachrote Versuchung","12.02.21"
"Magic Kaito 1412: Ein Meisterdetektiv tritt ans Licht","12.02.21"
"Magic Kaito 1412: Hustler VS Magician","12.02.21"
"Magic Kaito 1412: Blue Birthday","11.02.21"
"Magic Kaito 1412: Rückkehr des Phantomdiebes","11.02.21"
"Lupin: Teil 1: Kapitel 5","25.01.21"
"Lupin: Teil 1: Kapitel 4","22.01.21"
"Lupin: Teil 1: Kapitel 2","19.01.21"
"Lupin: Teil 1: Kapitel 1","19.01.21"
"Unser Planet: Ein Planet","18.01.21"
"Lupin: Teil 1: Kapitel 3","16.01.21"
"How to Get Away With Murder: Staffel 5: Bitte sag mir, dass nicht noch jemand tot ist","07.01.21"
"Dark: Staffel 2: Die Reisenden","12.12.20"
"The LEGO Movie 2: The Second Part","03.12.20"
"Breaking Bad: Staffel 3: Nägel mit Köpfen","02.12.20"
"Breaking Bad: Staffel 3: Halbe Sachen","02.12.20"
"The Christmas Chronicles","21.11.20"
"Das Damengambit: Miniserie: Eröffnung","21.11.20"
"Breaking Bad: Staffel 3: Offene Worte","31.10.20"
"The Disastrous Life of Saiki K.: Staffel 1: Folge 3","31.10.20"
"The Disastrous Life of Saiki K.: Staffel 1: Folge 2","31.10.20"
"The Disastrous Life of Saiki K.: Staffel 1: Folge 1","31.10.20"
"One-Punch Man: Staffel 1: Der Stärkste","27.10.20"
"Barbaren: Die Schlacht","27.10.20"
"Barbaren: Der Verrat","27.10.20"
"Barbaren: Ein neuer Reik","26.10.20"
"Barbaren: Am Abgrund","25.10.20"
"Barbaren: Die Vergeltung","25.10.20"
"Barbaren: Wolf und Adler","24.10.20"
"Locke & Key: Staffel 1: Krone der Schatten","18.10.20"
"H2O: Plötzlich Meerjungfrau: Staffel 1: Eine folgenschwere Bootstour","18.10.20"
"Locke & Key: Staffel 1: Echos","16.10.20"
"Locke & Key: Staffel 1: Ray of F**king Sunshine","15.10.20"
"Locke & Key: Staffel 1: Sezierung","13.10.20"
"Locke & Key: Staffel 1: Die schwarze Tür","12.10.20"
"Locke & Key: Staffel 1: Familienbaum","12.10.20"
"Locke & Key: Staffel 1: Die Hüter der Schlüssel","11.10.20"
"Locke & Key: Staffel 1: Kopfspiele","10.10.20"
"Locke & Key: Staffel 1: Fallensteller / Hüter","10.10.20"
"Locke & Key: Staffel 1: Willkommen in Matheson","10.10.20"
"Violet Evergarden: Staffel 1: Folge 13","26.09.20"
"Violet Evergarden: Staffel 1: Folge 11","26.09.20"
"Violet Evergarden: Staffel 1: Folge 12","26.09.20"
"Violet Evergarden: Staffel 1: Folge 10","25.09.20"
"Violet Evergarden: Staffel 1: Folge 9","25.09.20"
"Violet Evergarden: Staffel 1: Folge 8","25.09.20"
"Violet Evergarden: Staffel 1: Folge 7","25.09.20"
"Violet Evergarden: Staffel 1: Folge 6","24.09.20"
"Violet Evergarden: Staffel 1: Folge 5","24.09.20"
"Violet Evergarden: Staffel 1: Folge 4","24.09.20"
"Violet Evergarden: Staffel 1: Folge 2","24.09.20"
"Violet Evergarden: Staffel 1: Folge 3","24.09.20"
"Violet Evergarden: Staffel 1: Folge 1","23.09.20"
"Death Note: Eine neue Welt","22.09.20"
"Death Note: 28.01.","22.09.20"
"Death Note: Tötungsabsicht","22.09.20"
"Death Note: Lauern","22.09.20"
"Death Note: Hohngelächter","22.09.20"
"Death Note: Übertragung","22.09.20"
